Compound_ID,DrugBank,IUPHAR,KEGG,Protein_ID,Label
5283068,,TRUE,,P30557,0
5283068,,TRUE,,P35408,1
5311044,,TRUE,,P34995,0
5311044,,TRUE,,Q62053,1
5311044,,TRUE,,P30557,0
5311044,,TRUE,,P43115,0
5311044,,TRUE,,P35408,1
5311044,,TRUE,,P43252,0
5311044,,TRUE,,P43119,1
5311225,,TRUE,,P34995,0
5311225,,TRUE,,P70597,0
5311225,,TRUE,,P34980,0
5311225,,TRUE,,P35408,1
5311225,,TRUE,,P43088,1
5311225,,,TRUE,P43116,0
5311225,,TRUE,TRUE,P43115,1
5311223,,TRUE,,P34995,0
5311223,,TRUE,,P70597,1
5311223,,TRUE,,P35375,0
5311223,,TRUE,,Q62928,1
5311223,,TRUE,,P43116,0
5311223,,TRUE,,P34980,1
5311223,,TRUE,,P43115,1
5311223,,TRUE,,P30557,0
5311223,,TRUE,,P35408,1
5311223,,TRUE,,P43114,0
5311223,,TRUE,,P32240,1
5311223,,TRUE,,P43117,1
5311223,,TRUE,,P43088,0
5311223,,TRUE,,P21731,1
5311227,,TRUE,,P35375,0
5282411,,TRUE,,P34995,1
5282411,,TRUE,,P35408,1
5282411,,TRUE,,P43119,1
5312153,,TRUE,,P35375,1
5312153,,TRUE,,P70597,0
5312153,,TRUE,,P34995,0
5312153,,TRUE,,P30557,0
5312153,,TRUE,,P43115,0
5312153,,TRUE,,P34980,0
5312153,,TRUE,,P43088,1
5312153,,,TRUE,P43116,1
10238338,,TRUE,,P34995,0
11306423,,TRUE,,P34995,0
9824507,,TRUE,,P35375,0
9824507,,TRUE,,P34995,1
9824507,,TRUE,,P30557,1
9824507,,TRUE,,P21731,0
9936595,,TRUE,,P35375,0
9936595,,TRUE,,P34995,1
9936595,,TRUE,,P34980,1
9936595,,TRUE,,P30557,1
4336830,,TRUE,,P34995,0
4336830,,TRUE,,P70597,0
132749,,TRUE,,P34995,0
9933831,,TRUE,,P34995,0
9933831,,TRUE,,P43115,1
9931891,,TRUE,,P43116,0
9931891,,TRUE,,P35408,0
9931891,,TRUE,,P43253,1
9931891,,TRUE,,P43119,1
59654860,,TRUE,,P43116,1
5283055,,TRUE,,Q62928,1
5283055,,TRUE,,Q62053,0
5283055,,TRUE,,P34980,1
5283055,,TRUE,,P30557,1
5283055,,TRUE,,P35408,0
5283055,,TRUE,,P32240,0
5283066,,TRUE,,Q62053,0
5283066,,TRUE,,P30557,0
5283066,,TRUE,,P32240,1
5283038,,TRUE,,Q62928,0
5283038,,TRUE,,P43116,1
5283038,,TRUE,,P43114,0
5310998,,TRUE,,Q62053,0
5310998,,TRUE,,P43116,0
9890801,,TRUE,,Q62928,1
9890801,,TRUE,,P35408,0
9890801,,,TRUE,P43116,1
5311244,,TRUE,,Q62053,0
5311244,,TRUE,,P30557,0
5311244,,TRUE,,P43252,0
6436406,,TRUE,,P43116,1
6436406,,TRUE,,P43115,0
6436406,,TRUE,,P35408,1
5311228,,TRUE,,Q62053,0
5311230,,TRUE,,Q62053,1
5311230,,TRUE,,P30557,1
5311230,,TRUE,,P32240,0
5311230,,TRUE,,P35408,0
5311229,,TRUE,,Q62053,1
5311229,,TRUE,,P30557,1
5311229,,TRUE,,P43115,1
9803828,,TRUE,,Q62053,1
9803828,,TRUE,,P30557,0
9803828,,TRUE,,P32240,1
18376177,,TRUE,,Q62928,1
18376177,,TRUE,TRUE,P43116,0
673766,,TRUE,,P43116,0
25114442,,TRUE,,P43116,0
25114442,,TRUE,,Q62053,1
46213069,,TRUE,,P43116,0
5886965,,TRUE,,P43116,0
91827368,,TRUE,,P43116,0
5282428,,TRUE,,P43115,1
5282428,,TRUE,,P35408,1
5282428,,TRUE,,P43253,0
5282428,,TRUE,,P43252,1
5282428,,TRUE,TRUE,P43119,0
5311224,,TRUE,,P43115,0
5311224,,TRUE,,P34980,0
5311224,,TRUE,,P30557,1
5311100,,TRUE,,P43115,1
5311100,,TRUE,,P43117,0
5311100,,TRUE,,P43088,1
5311100,,TRUE,,P21731,1
5311175,,TRUE,,P30557,1
5311175,,TRUE,,P43117,0
5311175,,TRUE,,P21731,1
5311175,,TRUE,,P30987,1
5311427,,TRUE,,P34980,1
5311453,,TRUE,,P30557,1
5311453,,TRUE,,P21731,0
5311453,,TRUE,,P30987,0
9867828,,TRUE,,P30557,0
11296282,,TRUE,,P43115,1
15551229,,TRUE,,P43115,0
9808643,,TRUE,,P43115,1
5311232,,TRUE,,P30557,0
5311232,,TRUE,,P32240,0
10111831,,TRUE,,P30557,1
10111831,,TRUE,,P32240,0
10111831,,TRUE,,P35408,1
15984632,,TRUE,,P30557,1
15984632,,TRUE,,P32240,0
73755159,,TRUE,,P30557,1
73755071,,TRUE,,P35408,1
11316084,,TRUE,,P35408,1
9824353,,TRUE,,P32240,1
9864831,,TRUE,,P35408,1
5283062,,TRUE,,P43114,1
161273,,TRUE,,P35408,0
6438402,,TRUE,,P32240,1
5310999,,TRUE,,P35408,1
5310999,,TRUE,,P43114,0
5310999,,TRUE,,P21731,1
6435402,,TRUE,,P43114,0
73755047,,TRUE,,P35408,0
11524454,,TRUE,,P35408,1
133081958,,TRUE,,P35408,1
133081958,,TRUE,,P43114,1
133081958,,TRUE,,P32240,0
5312129,,TRUE,,P35408,1
5312129,,TRUE,,P43114,0
42596951,,TRUE,,P35408,0
5312130,,TRUE,,P35408,1
15948325,,TRUE,,P35408,0
24952929,,TRUE,,P35408,0
9938824,,TRUE,,Q99808,0
21117123,,TRUE,,Q99808,0
135796589,,TRUE,,Q99808,1
9871419,,TRUE,,Q99808,0
9871419,TRUE,TRUE,TRUE,Q9H244,0
9874913,,TRUE,,P04626,1
78243759,,TRUE,,P21860,1
78243752,,TRUE,,P21860,0
16019476,,TRUE,,Q13336,0
16019476,,TRUE,,Q8VHL0,1
5284643,,TRUE,,P03372,1
5284643,,TRUE,,Q92731,0
5284643,,TRUE,,P62508,1
5284643,,TRUE,,Q99527,1
71245042,,TRUE,,P03372,0
71245042,,TRUE,,Q92731,1
102614,,TRUE,,P03372,0
102614,,TRUE,,Q92731,0
448537,,TRUE,,O08580,0
448537,,TRUE,,O95718,0
448537,,TRUE,,P62508,1
448537,,TRUE,TRUE,P03372,1
448537,,TRUE,TRUE,Q92731,1
656954,,TRUE,,P06211,0
656954,,TRUE,,P03372,1
656954,,TRUE,,P19785,1
656954,,TRUE,,Q62986,0
656954,,TRUE,,O08537,0
656954,,TRUE,TRUE,Q92731,0
5040063,,TRUE,,P03372,1
446849,,TRUE,,P03372,0
446849,,TRUE,,Q92731,0
135418373,,TRUE,,P03372,1
135418373,,TRUE,,Q92731,1
104741,,TRUE,,Q99527,1
104741,,TRUE,TRUE,P03372,0
104741,,TRUE,TRUE,Q92731,0
6852176,,TRUE,,P03372,0
6852176,,TRUE,,P62508,1
135484659,,TRUE,,P03372,0
136772757,,TRUE,,Q92731,0
1889,,TRUE,,Q92731,0
1889,,TRUE,,Q9HCF6,1
76302,,TRUE,,Q92731,1
11201035,,TRUE,,Q92731,0
5280373,,TRUE,,P11474,1
5280373,,TRUE,,O95718,0
5280373,,TRUE,,P62508,0
5281708,,TRUE,,P11474,1
5281708,,TRUE,,O95718,0
5281708,,TRUE,,P62508,0
5281708,,TRUE,,Q9UL62,0
5993,,TRUE,,O08580,0
5284469,,TRUE,,O08580,1
6918788,,TRUE,,P11474,0
5410903,,TRUE,,O95718,0
5410903,,TRUE,,P62508,0
5399376,,TRUE,,P62508,0
16212950,,TRUE,,P25101,1
16219332,,TRUE,,P25101,1
71308726,,TRUE,,P25101,0
159594,,TRUE,,P24530,0
159594,TRUE,TRUE,,P25101,0
9912992,,TRUE,,P25101,1
104865,,TRUE,,P26684,0
104865,,TRUE,,P21451,0
104865,TRUE,,TRUE,P25101,0
104865,TRUE,TRUE,TRUE,P24530,1
443289,,TRUE,,P25101,0
23670447,,TRUE,,P25101,0
10605470,,TRUE,,P25101,1
108002,,TRUE,,P26684,0
108002,,TRUE,,P21451,1
5311425,,TRUE,,P25101,0
132991,,TRUE,,P25101,0
10724142,,TRUE,,P25101,1
70686617,,TRUE,,P25101,0
73755056,,TRUE,,P25101,1
5311469,,TRUE,,P26684,1
5311469,,TRUE,,P21451,1
107810,,TRUE,,P25101,0
16133801,,TRUE,,P24530,1
16133819,,TRUE,,P24530,1
16130933,,TRUE,,P24530,1
16130933,,TRUE,,P21451,1
5310991,,TRUE,,P24530,1
3081333,,TRUE,,P21451,0
3081333,,TRUE,,P24530,0
5311192,,TRUE,,P24530,0
9810112,,TRUE,,P24530,0
5312146,,TRUE,,P24530,1
76285486,,TRUE,,Q9H9B1,0
76285486,,TRUE,,Q96KQ7,0
25150857,,TRUE,,Q9H9B1,1
25150857,,TRUE,,Q96KQ7,0
46224516,,TRUE,,Q9H9B1,1
46224516,,TRUE,,Q96KQ7,0
53315878,,TRUE,,Q9H9B1,0
53315878,,TRUE,,Q96KQ7,0
73755260,,TRUE,,Q96KQ7,1
46901937,,TRUE,,Q96KQ7,0
46830215,,TRUE,,O00418,0
45375987,,TRUE,,Q9BQI3,0
136218975,,TRUE,,P19525,0
6490494,,TRUE,,P19525,0
66561167,,TRUE,,Q9NZJ5,1
66561167,,TRUE,,Q9H1R3,1
53469059,,TRUE,,Q9NZJ5,0
90655897,,TRUE,,Q9P2K8,0
5311218,,TRUE,,P43003,1
5311218,,TRUE,,P43004,0
5311218,,TRUE,,P43005,1
5311218,,TRUE,,P48664,0
5311218,,TRUE,,O00341,1
25223366,,TRUE,,P43003,1
73755093,,TRUE,,P24942,0
73755093,,TRUE,,P31596,0
73755093,,TRUE,,P51907,1
73755093,,TRUE,,O35921,1
21117106,,TRUE,,P43003,0
21117106,,TRUE,,P43004,1
21117106,,TRUE,,P39086,1
21117106,,TRUE,,Q13002,0
21117106,,TRUE,,Q13003,0
21117106,,TRUE,,Q16099,0
21117106,,TRUE,,Q16478,0
21117106,,TRUE,,P22756,1
21117106,,TRUE,,P42260,1
21117106,,TRUE,,P42264,1
73755099,,TRUE,,P43004,0
237657,,TRUE,,P43004,0
237657,,TRUE,,P48664,0
11531745,,TRUE,,P43004,0
11622683,,TRUE,,P43005,1
11369932,,TRUE,,P43005,0
91810664,,TRUE,,P19235,0
167685,,TRUE,,Q96RI1,1
167685,,TRUE,,Q13133,1
167685,,TRUE,,P55055,0
9893571,,TRUE,,Q96RI1,1
137321169,,TRUE,,Q96RI1,0
137321169,,TRUE,,Q8TDU6,0
62715191,,TRUE,,Q96RI1,0
6439929,,TRUE,,Q96RI1,0
6439929,,TRUE,,Q3V1T8,0
405386,,TRUE,,P14324,0
54733935,,TRUE,,P14324,1
23730136,,TRUE,,P14324,0
12066684,,TRUE,,P14324,0
10086833,,TRUE,,P14324,0
60852,,TRUE,,P05369,0
60852,,TRUE,,Q02769,1
60852,TRUE,TRUE,TRUE,P14324,1
130956,,TRUE,,P14324,1
130956,,TRUE,,O95749,1
9847474,,TRUE,,P14324,1
10014835,,TRUE,,P14324,0
406401,,TRUE,,P14324,1
9994754,,TRUE,,P14324,1
9994754,,TRUE,,Q13907,1
405372,,TRUE,,P14324,0
14231197,,TRUE,,P14324,1
10468166,,TRUE,,P14324,0
15230201,,TRUE,,P14324,0
5276531,,TRUE,,P14324,1
57637,,TRUE,,P14324,1
448545,,TRUE,,P49356,0
395754,,TRUE,,P49356,1
5287548,,TRUE,,P49356,0
91623355,,TRUE,,P49356,1
15950844,,TRUE,,O00519,0
15950844,,TRUE,,Q6GMR7,1
46831476,,TRUE,,O00519,0
46831476,,TRUE,,P97612,1
66554294,,TRUE,,O00519,0
90665948,,TRUE,,P97612,0
44199427,,TRUE,,O00519,0
2809273,,TRUE,,O00519,0
2809273,,TRUE,,Q6GMR7,0
46863664,,TRUE,,P97612,0
46863664,,TRUE,,O00519,1
54576693,,TRUE,,O00519,1
54576693,,TRUE,,P97612,0
25143721,,TRUE,,O00519,0
10427006,,TRUE,,O00519,0
10427006,,TRUE,,Q6GMR7,1
24771824,,TRUE,,O00519,0
25154867,,TRUE,,O00519,1
1383884,,TRUE,,O00519,1
1383884,,TRUE,,Q6GMR7,0
1383884,,TRUE,,O75762,1
9794910,,TRUE,,Q6GMR7,0
5714537,,TRUE,,P12710,0
5714537,,TRUE,,P04117,1
69586250,,TRUE,,P05413,0
69586250,,TRUE,,P15090,0
69586250,,TRUE,,Q01469,0
49872404,,TRUE,,P15090,0
67376285,,TRUE,,P49327,0
71601847,,TRUE,,Q6PCB7,1
44413322,,TRUE,,Q6P1M0,0
138393287,,TRUE,,P16591,0
25015677,,TRUE,,P16591,0
25015677,,TRUE,,P53350,1
25015677,,TRUE,,P33981,1
46854655,,TRUE,,O14842,1
137076846,,TRUE,,O14842,1
24749700,,TRUE,,O14842,0
24749700,,TRUE,,Q9NQS5,0
60195125,,TRUE,,O14842,0
46216676,,TRUE,,O14842,1
5280450,,TRUE,,O14842,0
5280450,,TRUE,,Q5NUL3,1
5280450,,TRUE,,P41235,0
5280450,,TRUE,,P57789,1
5280450,,TRUE,,Q14721,1
5280450,,TRUE,,P37231,1
5280450,,TRUE,,Q7Z2W7,0
121871,,TRUE,,O14842,1
445639,,TRUE,,O14842,1
445639,,TRUE,,Q5NUL3,1
445639,,TRUE,,O14939,1
25150014,,TRUE,,O14842,0
66553168,,TRUE,,O14842,1
11595431,,TRUE,,O14842,0
11595431,,TRUE,,Q5NUL3,0
11692123,,TRUE,,O14842,0
81326,,TRUE,,O15552,0
81326,,TRUE,,O14843,0
67209274,,TRUE,,Q76EI6,0
137321147,,TRUE,,O15552,0
137321147,,TRUE,,Q8VCK6,0
176,,TRUE,,O15552,0
176,,TRUE,,O14843,0
125468,,TRUE,,O15552,1
46226252,,TRUE,,O15552,1
854189,,TRUE,,O15552,0
53308747,,TRUE,,O15552,1
57520598,,TRUE,,O15552,0
73777063,,TRUE,,Q5NUL3,1
25098573,,TRUE,,Q5NUL3,0
9976563,,TRUE,,Q5NUL3,0
11531145,,TRUE,,Q5NUL3,1
25254071,,TRUE,,P09769,0
25254071,,TRUE,,P80192,1
25254071,,TRUE,,P48736,1
25254071,,TRUE,,P43405,1
25254071,,TRUE,TRUE,P42345,0
25254071,,TRUE,TRUE,P42336,1
25254071,,TRUE,TRUE,P42338,0
25254071,,TRUE,TRUE,O00329,0
44462758,,TRUE,,P09769,0
44462758,,TRUE,,P80192,0
44462758,,TRUE,,P43405,1
25017411,,TRUE,,P11362,0
25017411,,TRUE,,P17948,1
25017411,,TRUE,,P35916,0
25017411,,TRUE,,P35968,1
51039095,,TRUE,,P11362,0
51039095,,TRUE,,P21802,1
51039095,,TRUE,,P22607,0
51039095,,TRUE,,P22455,0
51039095,,TRUE,,P08069,1
51039095,,TRUE,,P35968,1
72710839,,TRUE,,P11362,1
72710839,,TRUE,,P21802,0
72710839,,TRUE,,P22607,1
72710839,,TRUE,,P22455,1
11234052,,TRUE,,P17948,1
11234052,,TRUE,TRUE,P11362,0
11234052,,TRUE,TRUE,P35968,0
91827382,,TRUE,,P11362,1
67161540,,TRUE,,P11362,1
67161540,,TRUE,,P17948,1
67161540,,TRUE,,P36888,0
67161540,,TRUE,,P35916,0
67161540,,TRUE,,P35968,1
67161540,,TRUE,,P10721,1
67161540,,TRUE,,Q8IVH8,1
67161540,,TRUE,,P16234,1
67161540,,TRUE,,P09619,1
67161540,,TRUE,,P51812,1
67161540,,TRUE,,P12931,1
66555680,,TRUE,,P11362,0
66555680,,TRUE,,P21802,0
66555680,,TRUE,,P22607,0
66555680,,TRUE,,P22455,0
66555680,,TRUE,,P09619,1
46834118,,TRUE,,P11362,1
46834118,,TRUE,,P21802,1
46834118,,TRUE,,P22607,1
71621331,,TRUE,,P11362,1
71621331,,TRUE,,P21802,1
71621331,,TRUE,,P22607,0
71621331,,TRUE,,P22455,0
53235510,,TRUE,,P11362,0
53235510,,TRUE,,P21802,1
53235510,,TRUE,,P22607,0
53235510,,TRUE,,P22455,0
53235510,,TRUE,,P35968,0
25031915,,TRUE,,P11362,1
25031915,,TRUE,,P17948,1
25031915,,TRUE,,P35968,1
25031915,,TRUE,,P10721,0
25031915,,TRUE,,P16234,1
25031915,,TRUE,,P09619,1
25031915,,TRUE,,P07949,0
46944259,,TRUE,,P11362,1
46944259,,TRUE,,P21802,1
46944259,,TRUE,,P22607,0
46944259,,TRUE,,P22455,1
46944259,,TRUE,,P35968,1
44137946,,TRUE,,P11362,1
44137946,,TRUE,,P21802,1
44137946,,TRUE,,P22607,1
44137946,,TRUE,,P17948,1
44137946,,TRUE,,P36888,0
44137946,,TRUE,,P35916,1
44137946,,TRUE,,P35968,1
44137946,,TRUE,,Q04912,1
44137946,,TRUE,,Q12866,1
44137946,,TRUE,,P08581,1
44137946,,TRUE,,P04629,0
44137946,,TRUE,,Q16620,1
44137946,,TRUE,,P09619,1
135423438,,TRUE,,P22455,0
135423438,,TRUE,TRUE,P11362,0
135423438,,TRUE,TRUE,P21802,0
135423438,,TRUE,TRUE,P22607,1
135423438,,TRUE,TRUE,P17948,1
135423438,,TRUE,TRUE,P35916,1
135423438,,TRUE,TRUE,P35968,0
135423438,,TRUE,TRUE,P16234,0
135423438,,TRUE,TRUE,P09619,0
118295624,,TRUE,,P11362,1
118295624,,TRUE,,P21802,0
118295624,,TRUE,,P22607,0
118295624,,TRUE,,P22455,0
71611869,,TRUE,,P11362,1
71611869,,TRUE,,P22607,1
73755145,,TRUE,,P11362,1
73755145,,TRUE,,P17948,0
73755145,,TRUE,,P35968,1
73755145,,TRUE,,P10721,1
73755145,,TRUE,,P09619,1
52920501,,TRUE,,P11362,0
52920501,,TRUE,,P35968,1
86705695,,TRUE,,P22607,1
86705695,,TRUE,TRUE,P21802,0
53232451,,TRUE,,P22607,0
53232451,,TRUE,,O60674,1
53232451,,TRUE,,P52333,1
53232451,,TRUE,,O15146,1
53232451,,TRUE,,P04629,1
53232451,,TRUE,,P07949,1
118036971,,TRUE,,P22455,0
91885617,,TRUE,,P22455,0
9876378,,TRUE,,P62942,0
44480399,,TRUE,,P17948,0
44480399,,TRUE,,P35916,0
44480399,,TRUE,,P35968,0
5329098,,TRUE,,P17948,0
5329098,,TRUE,,P09619,0
5329098,,,TRUE,P36888,1
5329098,,TRUE,TRUE,P10721,0
5329098,TRUE,TRUE,TRUE,P35968,1
9549295,,TRUE,,P17948,1
9549295,,TRUE,,P35916,1
9549295,,TRUE,,P35968,0
44177328,,TRUE,,P36888,0
44177328,,TRUE,,P10721,1
11409972,,TRUE,,P36888,0
11409972,,TRUE,,P35968,0
11409972,,TRUE,,P10721,0
11409972,,TRUE,,P07949,0
131801163,,TRUE,,P36888,1
131801163,,TRUE,,P23458,0
131801163,,TRUE,,P09619,0
133081975,,TRUE,,P36888,0
1048845,,TRUE,,P36888,1
11601743,,TRUE,,P36888,1
11601743,,TRUE,,P09619,0
11772958,,TRUE,,P36888,0
78357765,,TRUE,,P36888,0
78357765,,TRUE,,Q12866,0
53252276,,TRUE,,P36888,1
53252276,,TRUE,,P52333,0
53252276,,TRUE,,P35968,1
53252276,,TRUE,,P43405,0
53252276,,TRUE,,P43403,1
49792852,,TRUE,,P36888,1
49792852,,TRUE,,Q9NYY3,0
49792852,,TRUE,,Q9H4B4,0
49792852,,TRUE,TRUE,P53350,0
46216796,,TRUE,,P36888,1
46216796,,TRUE,,P23458,1
46216796,,TRUE,,O60674,0
46216796,,TRUE,,P52333,1
24795070,,TRUE,,P36888,0
24795070,,TRUE,,Q8TF76,1
24795070,,TRUE,,P11309,1
24795070,,TRUE,,Q9P1W9,0
24795070,,TRUE,,Q86V86,0
56935577,,TRUE,,P36888,0
56935577,,TRUE,,P35916,1
56935577,,TRUE,,P35968,0
56935577,,TRUE,,P09619,0
56935577,,TRUE,,P07949,1
10043679,,TRUE,,Q04609,1
3901842,,TRUE,,P21462,0
7342912,,TRUE,,P21462,0
5503194,,TRUE,,P21462,0
73755161,,TRUE,,P21462,0
73755161,,TRUE,,P25090,1
443295,,TRUE,,P21462,0
443295,,TRUE,,P33766,1
443295,,TRUE,,P25090,1
134813890,,TRUE,,P21462,0
24776341,,TRUE,,P33766,0
24776341,,TRUE,,P25090,1
24776341,,TRUE,,O88536,1
3081832,,TRUE,,P33766,1
3081832,,TRUE,,P21462,0
3081832,,TRUE,,P56373,0
3092570,,TRUE,,P21462,1
73755160,,TRUE,,P21462,1
53233899,,TRUE,,P21462,1
5322194,,TRUE,,P21462,0
4329947,,TRUE,,P21462,1
134264089,,TRUE,,P25090,0
49834265,,TRUE,,P25090,0
727787,,TRUE,,P25090,0
9841438,,TRUE,,P25090,1
16126783,,TRUE,,P25090,0
16126783,,TRUE,,Q8NET8,1
73755048,,TRUE,,P25090,0
16131438,,TRUE,,P25090,1
16131438,,TRUE,,O88536,0
16131438,,TRUE,,P25089,0
134611881,,TRUE,,P25090,0
134611881,,TRUE,,Q99572,1
5280914,,TRUE,,P25090,1
5280914,,TRUE,,O08790,1
5280914,,TRUE,,O75388,0
25074458,,TRUE,,P25090,1
11751175,,TRUE,,P25090,1
11751175,,TRUE,,O88536,0
73755062,,TRUE,,P25090,1
73755062,,TRUE,,O75388,0
73755062,,TRUE,,Q8BLA8,1
71519431,,TRUE,,P25090,1
71519431,,TRUE,,O75388,1
91827351,,TRUE,,P25090,1
11647668,,TRUE,,P25090,1
59107184,,TRUE,,P43088,1
50902259,,TRUE,,P43088,0
9978917,,TRUE,,P43088,1
5311240,,TRUE,,P43088,1
5283081,,TRUE,,P43088,1
6441636,,TRUE,,P43088,0
10832988,,TRUE,,P43088,1
10832988,,TRUE,,P43117,1
5311238,,TRUE,,P43117,1
5311238,,TRUE,,P43118,1
10152528,,TRUE,,P43088,0
44584947,,TRUE,,P09958,1
44584947,,TRUE,,Q6UW60,1
44584947,,TRUE,,Q92824,1
44584947,,TRUE,,P29122,0
44584947,,TRUE,,Q16549,0
91758390,,TRUE,,P09958,0
75593419,,TRUE,,P09958,0
75593419,,TRUE,,P16519,0
75593419,,TRUE,,P29122,1
75593419,,TRUE,,Q16549,0
45486355,,TRUE,,P09958,0
45486355,,TRUE,,P29120,0
45486355,,TRUE,,Q92824,0
45486355,,TRUE,,P29122,1
4878,,TRUE,,P06241,1
4878,,TRUE,,P06239,0
90478321,,TRUE,,Q9ULV1,1
137553171,,TRUE,,Q9ULV1,1
5284330,,TRUE,,O60353,0
5284330,,TRUE,,P56726,1
41550022,,TRUE,,O75084,1
3448,,TRUE,,P24046,0
3448,,TRUE,,P28476,1
3448,,TRUE,,A8MPY1,1
3448,,,TRUE,P18505,0
3448,,,TRUE,P47870,1
3448,,,TRUE,P28472,0
3448,,,TRUE,P78334,0
3448,,,TRUE,Q8N1C3,1
3448,,,TRUE,P18507,1
3448,,,TRUE,Q99928,1
3448,,,TRUE,O00591,1
3448,,,TRUE,Q9UN88,0
3448,,TRUE,TRUE,P14867,1
3448,,TRUE,TRUE,P47869,1
3448,,TRUE,TRUE,P34903,0
3448,,TRUE,TRUE,P48169,0
3448,,TRUE,TRUE,P31644,0
3448,,TRUE,TRUE,Q16445,1
3448,,TRUE,TRUE,O14764,0
3773,,TRUE,,P14867,0
3773,,TRUE,,P47869,0
3773,,TRUE,,P34903,1
3773,,TRUE,,P48169,0
3773,,TRUE,,P31644,1
3773,,TRUE,,Q16445,0
3773,,TRUE,,P24046,0
3773,,TRUE,,P28476,1
3773,,TRUE,,A8MPY1,1
3765,,TRUE,,P14867,0
3765,,TRUE,,P47869,1
3765,,TRUE,,P34903,1
3765,,TRUE,,P48169,1
3765,,TRUE,,P31644,1
3765,,TRUE,,Q16445,0
3765,,TRUE,,P24046,0
3765,,TRUE,,P28476,0
3765,,TRUE,,A8MPY1,0
4838,,TRUE,,P14867,0
4838,,TRUE,,P47869,1
4838,,TRUE,,P34903,1
4838,,TRUE,,P48169,1
4838,,TRUE,,P31644,0
4838,,TRUE,,Q16445,0
4838,,TRUE,,P24046,0
4838,,TRUE,,P28476,1
4838,,TRUE,,A8MPY1,0
104916,,TRUE,,P14867,0
104916,,TRUE,,P47869,1
104916,,TRUE,,P34903,0
104916,,TRUE,,P31644,0
104916,,TRUE,,Q16445,0
104916,,TRUE,,P48169,0
121926,,TRUE,,P14867,1
121926,,TRUE,,P47869,0
121926,,TRUE,,P34903,0
121926,,TRUE,,P31644,0
3373,,TRUE,,P28471,0
3373,TRUE,,TRUE,P18505,0
3373,TRUE,,TRUE,P47870,0
3373,TRUE,,TRUE,P28472,0
3373,TRUE,,TRUE,O14764,1
3373,TRUE,,TRUE,P78334,0
3373,TRUE,,TRUE,Q8N1C3,0
3373,TRUE,,TRUE,P18507,0
3373,TRUE,,TRUE,Q99928,1
3373,TRUE,,TRUE,O00591,1
3373,TRUE,,TRUE,Q9UN88,1
3373,TRUE,TRUE,TRUE,P14867,1
3373,TRUE,TRUE,TRUE,P47869,0
3373,TRUE,TRUE,TRUE,P34903,0
3373,TRUE,TRUE,TRUE,P48169,0
3373,TRUE,TRUE,TRUE,P31644,1
3373,TRUE,TRUE,TRUE,Q16445,1
9908880,,TRUE,,P14867,1
9908880,,TRUE,,P47869,0
9908880,,TRUE,,P34903,0
9908880,,TRUE,,P31644,0
126761,,TRUE,,P14867,0
126761,,TRUE,,P47869,1
126761,,TRUE,,P34903,1
126761,,TRUE,,P48169,1
126761,,TRUE,,P31644,1
126761,,TRUE,,Q16445,1
10001434,,TRUE,,P14867,1
10001434,,TRUE,,P47869,0
10001434,,TRUE,,P34903,0
10001434,,TRUE,,P31644,0
9908684,,TRUE,,P14867,1
9908684,,TRUE,,P47869,1
9908684,,TRUE,,P34903,0
9908684,,TRUE,,P31644,0
115210,,TRUE,,P14867,0
115210,,TRUE,,P47869,1
115210,,TRUE,,P34903,0
115210,,TRUE,,P31644,1
11824289,,TRUE,,P14867,1
11824289,,TRUE,,P47869,0
11824289,,TRUE,,P34903,0
11824289,,TRUE,,P31644,1
6918451,,TRUE,,P14867,0
6918451,,TRUE,,P47869,0
6918451,,TRUE,,P34903,1
6918451,,TRUE,,P31644,0
104999,,TRUE,,P14867,0
104999,,TRUE,,P47869,1
104999,,TRUE,,P34903,1
104999,,TRUE,,P31644,0
6918583,,TRUE,,P14867,1
6918583,,TRUE,,P47869,0
6918583,,TRUE,,P34903,1
6918583,,TRUE,,P31644,1
5081,,TRUE,,P14867,0
5081,,TRUE,,P47869,0
5081,,TRUE,,P34903,1
5081,,TRUE,,P48169,1
5081,,TRUE,,P31644,0
5081,,TRUE,,Q16445,1
127382,,TRUE,,P14867,1
127382,,TRUE,,P47869,0
127382,,TRUE,,P34903,0
127382,,TRUE,,P31644,0
11624499,,TRUE,,P14867,1
11624499,,TRUE,,P47869,1
11624499,,TRUE,,P34903,0
11624499,,TRUE,,P31644,0
101771,,TRUE,,P14867,0
101771,,TRUE,,P47869,0
101771,,TRUE,,P34903,0
101771,,TRUE,,P48169,1
101771,,TRUE,,P31644,1
101771,,TRUE,,Q16445,1
10237,,TRUE,,P14867,0
10237,,TRUE,,P47869,0
10237,,TRUE,,P34903,1
10237,,TRUE,,P48169,1
10237,,TRUE,,P31644,0
10237,,TRUE,,Q16445,1
10237,,TRUE,,Q92952,0
10237,,TRUE,,P70604,0
107896,,TRUE,,P14867,0
107896,,TRUE,,P47869,0
107896,,TRUE,,P34903,0
107896,,TRUE,,P48169,0
107896,,TRUE,,P31644,0
107896,,TRUE,,Q16445,0
59896759,,TRUE,,P14867,1
59896759,,TRUE,,P47869,0
59896759,,TRUE,,P34903,1
59896759,,TRUE,,P48169,0
59896759,,TRUE,,P31644,1
59896759,,TRUE,,Q16445,0
104781,,TRUE,,P14867,1
104781,,TRUE,,P47869,1
104781,,TRUE,,P34903,1
104781,,TRUE,,P48169,1
